,day,day_number,month,daytime,title,duration,duration_with_advertising,channel,year,genres,rating,advertising,sharing
242,Martedì,23,agosto,pomeriggio,la terra,112,115,Sky Due,2006,"Crime,Drama",6.9,3,0.085
243,Sabato,13,agosto,pomeriggio,la finestra di fronte,106,110,Sky Due,2003,"Romance,Drama",7.3,4,0.085
244,Giovedì,28,luglio,mattina,match point,124,172,Iris,2005,"Romance,Thriller,Drama",7.6,48,1.04
245,Martedì,5,luglio,mattina,mission: impossible,110,139,Iris,1996,"Action,Adventure,Thriller",7.2,29,1.04
246,Mercoledì,13,luglio,mattina,catlow,101,140,Iris,1971,"Comedy,Western",5.6,39,1.04
247,Sabato,23,luglio,mattina,michael collins,133,161,Iris,1996,"Thriller,Drama",7.2,28,1.04
248,Giovedì,7,luglio,mattina,il grande botto,95,107,Iris,2000,Comedy,6.5,12,1.04
249,Domenica,10,luglio,mattina,the new world,135,180,Iris,2005,Drama,6.7,45,1.04
250,Giovedì,14,luglio,mattina,firewall,105,132,Iris,2006,"Action,Thriller,Crime",5.8,27,1.04
251,Lunedì,11,luglio,mattina,tutto a posto e niente in ordine,105,113,Iris,1974,"Comedy,Drama",6.4,8,1.04
252,Lunedì,18,luglio,mattina,il mammasantissima,86,117,Iris,1979,"Crime,Drama",6.1,31,1.04
253,Venerdì,8,luglio,mattina,by the sea,95,157,Iris,2002,"Comedy,Romance",5.4,62,1.04
254,Mercoledì,20,luglio,mattina,i magnifici tre,105,121,Iris,1961,"Comedy,Western",5.6,16,1.04
255,Venerdì,29,luglio,mattina,lost in translation,102,139,Iris,2003,"Comedy,Drama",7.7,37,1.04
256,Lunedì,11,luglio,mattina,the river wild,111,151,Iris,1994,"Thriller,Adventure,Crime",6.4,40,1.04
257,Giovedì,21,luglio,mattina,streghe verso nord,110,130,Iris,2001,"Comedy,Fantasy",4.7,20,1.04
258,Mercoledì,6,luglio,mattina,frequency,118,155,Iris,2000,"Crime,Drama",7.3,37,1.04
259,Lunedì,25,luglio,mattina,i contrabbandieri di santa lucia,88,114,Iris,1979,"Thriller,Crime,Drama",5.6,26,1.04
260,Mercoledì,13,luglio,mattina,un dollaro di fifa,90,115,Iris,1960,"Comedy,Western",5.2,25,1.04
261,Martedì,26,luglio,mattina,agents secrets,109,149,Iris,2004,"Action,Thriller,Crime",5.4,40,1.04
262,Lunedì,4,luglio,mattina,bruciati da cocente passione,97,133,Iris,1976,Comedy,6.0,36,1.04
263,Venerdì,22,luglio,mattina,7 donne d'oro contro due 07,90,105,Iris,1966,"Comedy,Adventure,Crime",3.0,15,1.04
264,Venerdì,15,luglio,mattina,a 008 operazione sterminio,84,112,Iris,1965,"Action,Drama",5.2,28,1.04
265,Mercoledì,27,luglio,mattina,"lui, lei e il nonno",95,118,Iris,1959,Comedy,6.2,23,1.04
266,Mercoledì,6,luglio,mattina,i baccanali di tiberio,93,107,Iris,1960,"Comedy,Adventure,Fantasy",4.6,14,1.04
267,Mercoledì,27,luglio,sera,match point,124,156,Iris,2005,"Romance,Thriller,Drama",7.6,32,1.4899999999999998
268,Domenica,3,luglio,sera,mission: impossible,110,138,Iris,1996,"Action,Adventure,Thriller",7.2,28,1.4899999999999998
269,Martedì,26,luglio,sera,catlow,101,123,Iris,1971,"Comedy,Western",5.6,22,1.4899999999999998
270,Martedì,12,luglio,sera,catlow,101,127,Iris,1971,"Comedy,Western",5.6,26,1.4899999999999998
271,Venerdì,22,luglio,sera,michael collins,133,163,Iris,1996,"Thriller,Drama",7.2,30,1.4899999999999998
272,Venerdì,15,luglio,sera,argo,106,136,Iris,2004,"Action,Comedy",7.1,30,1.4899999999999998
273,Domenica,17,luglio,sera,argo,106,148,Iris,2004,"Action,Comedy",7.1,42,1.4899999999999998
274,Venerdì,1,luglio,sera,argo,106,126,Iris,2004,"Action,Comedy",7.1,20,1.4899999999999998
275,Mercoledì,13,luglio,sera,blade runner,117,148,Iris,1982,"Action,Sci-Fi,Thriller",8.1,31,1.4899999999999998
276,Sabato,16,luglio,sera,blade runner,117,142,Iris,1982,"Action,Sci-Fi,Thriller",8.1,25,1.4899999999999998
277,Giovedì,28,luglio,sera,waterworld,135,164,Iris,1995,"Action,Adventure,Sci-Fi",6.3,29,1.4899999999999998
278,Venerdì,8,luglio,sera,the new world,135,151,Iris,2005,Drama,6.7,16,1.4899999999999998
279,Mercoledì,13,luglio,sera,firewall,105,123,Iris,2006,"Action,Thriller,Crime",5.8,18,1.4899999999999998
280,Mercoledì,6,luglio,sera,by the sea,95,151,Iris,2002,"Comedy,Romance",5.4,56,1.4899999999999998
281,Mercoledì,27,luglio,sera,lost in translation,102,122,Iris,2003,"Comedy,Drama",7.7,20,1.4899999999999998
282,Domenica,10,luglio,sera,the river wild,111,242,Iris,1994,"Thriller,Adventure,Crime",6.4,131,1.4899999999999998
283,Domenica,17,luglio,sera,room,75,149,Iris,2005,Drama,4.4,74,1.4899999999999998
284,Lunedì,4,luglio,sera,frequency,118,141,Iris,2000,"Crime,Drama",7.3,23,1.4899999999999998
285,Lunedì,11,luglio,sera,frequency,118,139,Iris,2000,"Crime,Drama",7.3,21,1.4899999999999998
286,Lunedì,4,luglio,sera,the prestige,130,149,Iris,2006,"Sci-Fi,Drama",8.5,19,1.4899999999999998
287,Sabato,2,luglio,sera,spy,110,135,Iris,2011,"Action,Crime,Drama",6.6,25,1.4899999999999998
288,Lunedì,25,luglio,sera,agents secrets,109,134,Iris,2004,"Action,Thriller,Crime",5.4,25,1.4899999999999998
289,Sabato,9,luglio,sera,cellular,94,118,Iris,2004,"Action,Thriller,Crime",6.5,24,1.4899999999999998
290,Sabato,23,luglio,sera,cellular,94,112,Iris,2004,"Action,Thriller,Crime",6.5,18,1.4899999999999998
291,Lunedì,18,luglio,pomeriggio,master spy,70,105,Iris,1963,Drama,5.6,35,1.02
292,Mercoledì,27,luglio,pomeriggio,catlow,101,139,Iris,1971,"Comedy,Western",5.6,38,1.02
293,Martedì,12,luglio,pomeriggio,entourage,95,144,Iris,2000,Drama,6.9,49,1.02
294,Sabato,2,luglio,pomeriggio,argo,106,147,Iris,2004,"Action,Comedy",7.1,41,1.02
295,Sabato,30,luglio,pomeriggio,waterworld,135,166,Iris,1995,"Action,Adventure,Sci-Fi",6.3,31,1.02
296,Martedì,19,luglio,pomeriggio,chinese box,99,146,Iris,1997,"Romance,Drama",6.3,47,1.02
297,Lunedì,25,luglio,pomeriggio,the truth about charlie,104,129,Iris,2002,Thriller,4.7,25,1.02
298,Domenica,10,luglio,pomeriggio,by the sea,95,164,Iris,2002,"Comedy,Romance",5.4,69,1.02
299,Mercoledì,13,luglio,pomeriggio,frequency,118,152,Iris,2000,"Crime,Drama",7.3,34,1.02
300,Sabato,9,luglio,pomeriggio,highlander,116,140,Iris,1986,"Action,Adventure,Fantasy",7.1,24,1.02
301,Martedì,5,luglio,pomeriggio,the prestige,130,171,Iris,2006,"Sci-Fi,Drama",8.5,41,1.02
302,Domenica,24,luglio,pomeriggio,the prestige,130,163,Iris,2006,"Sci-Fi,Drama",8.5,33,1.02
303,Mercoledì,13,luglio,pomeriggio,being flynn,102,128,Iris,2012,Drama,6.4,26,1.02
304,Domenica,10,luglio,pomeriggio,cellular,94,116,Iris,2004,"Action,Thriller,Crime",6.5,22,1.02
305,Domenica,24,luglio,pomeriggio,cellular,94,119,Iris,2004,"Action,Thriller,Crime",6.5,25,1.02
306,Domenica,3,luglio,pomeriggio,city hall,111,147,Iris,1996,"Thriller,Drama",6.2,36,1.02
307,Venerdì,1,luglio,pomeriggio,kangaroo jack,89,110,Iris,2003,"Action,Adventure,Comedy",4.4,21,1.02
308,Lunedì,18,luglio,notte,master spy,70,73,Iris,1963,Drama,5.6,3,2.1
309,Martedì,12,luglio,notte,entourage,95,104,Iris,2000,Drama,6.9,9,2.1
310,Sabato,23,luglio,notte,chinese box,99,104,Iris,1997,"Romance,Drama",6.3,5,2.1
311,Lunedì,18,luglio,notte,i magnifici brutos del west,98,106,Iris,1964,"Comedy,Western",3.6,8,2.1
312,Giovedì,21,luglio,notte,match point,124,125,Sky Due,2005,"Romance,Thriller,Drama",7.6,1,0.15
313,Domenica,10,luglio,notte,il profeta,100,155,Sky Due,1968,Comedy,6.1,55,0.15
314,Sabato,9,luglio,notte,barry lyndon,185,185,Sky Due,1975,"Adventure,Drama",8.1,0,0.15
315,Mercoledì,6,luglio,notte,c'era una volta il west,165,165,Sky Due,1968,Western,8.5,0,0.15
316,Venerdì,1,luglio,notte,munich,164,165,Sky Due,2005,"Action,Drama",7.5,1,0.15
317,Sabato,30,luglio,notte,the departed,151,155,Sky Due,2006,"Thriller,Crime,Drama",8.5,4,0.15
318,Venerdì,8,luglio,notte,ted bundy,99,105,Sky Due,2002,"Crime,Drama",5.8,6,0.15
319,Domenica,31,luglio,notte,burn after reading,96,100,Sky Due,2008,"Comedy,Crime,Drama",7.0,4,0.15
320,Martedì,26,luglio,notte,marnie,130,130,Sky Due,1964,"Crime,Drama",7.2,0,0.15
321,Martedì,5,luglio,notte,dark night,90,90,Sky Due,2006,Horror,6.1,0,0.15
322,Domenica,31,luglio,notte,la terra,112,115,Sky Due,2006,"Crime,Drama",6.9,3,0.15
323,Sabato,23,luglio,notte,motherless brooklyn,144,145,Sky Due,2019,"Crime,Drama",6.8,1,0.15
324,Lunedì,11,luglio,notte,il colosso di rodi,127,145,Sky Due,1961,"Adventure,Drama",5.9,18,0.15
325,Lunedì,11,luglio,pomeriggio,the blind side,129,135,Sky Due,2009,Drama,7.6,6,0.075
326,Lunedì,4,luglio,pomeriggio,michael clayton,119,125,Sky Due,2007,"Crime,Drama",7.2,6,0.075
327,Lunedì,11,luglio,pomeriggio,big fish,125,125,Sky Due,2003,"Adventure,Drama,Fantasy",8.0,0,0.075
328,Mercoledì,6,luglio,pomeriggio,"il buono, il brutto, il cattivo",161,175,Sky Due,1966,Western,8.8,14,0.075
329,Lunedì,18,luglio,pomeriggio,ted bundy,99,105,Sky Due,2002,"Crime,Drama",5.8,6,0.075
330,Venerdì,15,luglio,pomeriggio,suburbicon,105,110,Sky Due,2017,"Comedy,Crime,Drama",5.7,5,0.075
331,Venerdì,1,luglio,pomeriggio,forrest gump,142,145,Sky Due,1994,"Romance,Drama",8.8,3,0.075
332,Sabato,16,luglio,pomeriggio,marnie,130,135,Sky Due,1964,"Crime,Drama",7.2,5,0.075
333,Martedì,26,luglio,pomeriggio,white oleander,109,115,Sky Due,2002,Drama,7.1,6,0.075
334,Lunedì,25,luglio,pomeriggio,american beauty,122,125,Sky Due,1999,Drama,8.3,3,0.075
335,Martedì,19,luglio,pomeriggio,motherless brooklyn,144,145,Sky Due,2019,"Crime,Drama",6.8,1,0.075
336,Sabato,2,luglio,pomeriggio,la finestra di fronte,106,110,Sky Due,2003,"Romance,Drama",7.3,4,0.075
337,Giovedì,21,luglio,mattina,la leggenda del pianista sull'oceano,169,170,Sky Due,1998,"Romance,Drama",8.1,1,0.075
338,Domenica,10,luglio,mattina,big fish,125,130,Sky Due,2003,"Adventure,Drama,Fantasy",8.0,5,0.075
339,Domenica,31,luglio,mattina,big fish,125,125,Sky Due,2003,"Adventure,Drama,Fantasy",8.0,0,0.075
340,Martedì,19,luglio,mattina,syriana,128,130,Sky Due,2005,"Thriller,Drama",6.9,2,0.075
341,Venerdì,29,luglio,mattina,n (io e napoleone),110,110,Sky Due,2006,Comedy,6.3,0,0.075
342,Mercoledì,13,luglio,mattina,shakespeare in love,123,125,Sky Due,1998,"Comedy,Drama",7.1,2,0.075
343,Giovedì,14,luglio,mattina,burn after reading,96,100,Sky Due,2008,"Comedy,Crime,Drama",7.0,4,0.075
344,Mercoledì,6,luglio,mattina,per un pugno di dollari,99,100,Sky Due,1964,"Action,Western,Drama",8.0,1,0.075
345,Domenica,3,luglio,mattina,nuovomondo,118,120,Sky Due,2006,"Romance,Drama",6.9,2,0.075
346,Venerdì,29,luglio,mattina,blade runner,117,120,Sky Due,1982,"Action,Sci-Fi,Thriller",8.1,3,0.075
347,Venerdì,15,luglio,mattina,flags of our fathers,135,135,Sky Due,2006,"Action,Adventure,Drama",7.1,0,0.075
348,Lunedì,25,luglio,mattina,white oleander,109,110,Sky Due,2002,Drama,7.1,1,0.075
349,Mercoledì,13,luglio,mattina,la terra,112,115,Sky Due,2006,"Crime,Drama",6.9,3,0.075
350,Domenica,24,luglio,mattina,american beauty,122,125,Sky Due,1999,Drama,8.3,3,0.075
351,Lunedì,25,luglio,mattina,l'imbalsamatore,100,100,Sky Due,2002,"Romance,Drama",7.0,0,0.075
352,Lunedì,18,luglio,mattina,motherless brooklyn,144,145,Sky Due,2019,"Crime,Drama",6.8,1,0.075
353,Lunedì,25,luglio,mattina,moulin rouge!,127,130,Sky Due,2001,"Romance,Drama",7.6,3,0.075
354,Martedì,26,luglio,mattina,the conspirator,122,125,Sky Due,2010,"Crime,Drama",6.9,3,0.075
355,Sabato,9,luglio,mattina,the conspirator,122,125,Sky Due,2010,"Crime,Drama",6.9,3,0.075
356,Venerdì,1,luglio,mattina,la finestra di fronte,106,110,Sky Due,2003,"Romance,Drama",7.3,4,0.075
357,Mercoledì,6,luglio,sera,la leggenda del pianista sull'oceano,169,170,Sky Due,1998,"Romance,Drama",8.1,1,0.09
358,Domenica,10,luglio,sera,big fish,125,130,Sky Due,2003,"Adventure,Drama,Fantasy",8.0,5,0.09
359,Lunedì,4,luglio,sera,tra due mondi,88,105,Sky Due,2001,Drama,5.6,17,0.09
360,Venerdì,22,luglio,sera,tra due mondi,88,115,Sky Due,2001,Drama,5.6,27,0.09
361,Domenica,17,luglio,sera,munich,164,165,Sky Due,2005,"Action,Drama",7.5,1,0.09
362,Sabato,16,luglio,sera,forrest gump,142,145,Sky Due,1994,"Romance,Drama",8.8,3,0.09
363,Giovedì,14,luglio,sera,"buongiorno, notte",106,115,Sky Due,2003,Drama,7.1,9,0.09
364,Lunedì,25,luglio,sera,white oleander,109,115,Sky Due,2002,Drama,7.1,6,0.09
365,Domenica,24,luglio,sera,american beauty,122,125,Sky Due,1999,Drama,8.3,3,0.09
366,Lunedì,18,luglio,sera,motherless brooklyn,144,145,Sky Due,2019,"Crime,Drama",6.8,1,0.09
367,Mercoledì,13,luglio,sera,la finestra di fronte,106,110,Sky Due,2003,"Romance,Drama",7.3,4,0.09
368,Giovedì,28,luglio,sera,la finestra di fronte,106,110,Sky Due,2003,"Romance,Drama",7.3,4,0.09
369,Domenica,24,luglio,sera,elephant,81,90,Sky Due,2003,"Thriller,Crime,Drama",7.2,9,0.09
370,Sabato,5,febbraio,notte,match point,124,125,Sky Due,2005,"Romance,Thriller,Drama",7.6,1,0.09
371,Venerdì,11,febbraio,notte,il profeta,100,155,Sky Due,1968,Comedy,6.1,55,0.09
372,Lunedì,21,febbraio,notte,michael clayton,119,120,Sky Due,2007,"Crime,Drama",7.2,1,0.09
373,Martedì,1,febbraio,notte,blow,124,130,Sky Due,2001,"Crime,Drama",7.6,6,0.09
374,Martedì,8,febbraio,notte,romanzo criminale,152,155,Sky Due,2005,"Crime,Drama",7.2,3,0.09
375,Mercoledì,23,febbraio,notte,suburbicon,105,105,Sky Due,2017,"Comedy,Crime,Drama",5.7,0,0.09
376,Lunedì,28,febbraio,notte,the rocky horror picture show,100,100,Sky Due,1975,Comedy,7.4,0,0.09
377,Giovedì,17,febbraio,notte,dark night,90,90,Sky Due,2006,Horror,6.1,0,0.09
378,Venerdì,18,febbraio,notte,nuovomondo,118,120,Sky Due,2006,"Romance,Drama",6.9,2,0.09
379,Lunedì,7,febbraio,notte,american pastoral,108,110,Sky Due,2016,"Crime,Drama",6.1,2,0.09
380,Lunedì,14,febbraio,notte,flags of our fathers,135,135,Sky Due,2006,"Action,Adventure,Drama",7.1,0,0.09
381,Giovedì,17,febbraio,notte,schindler's list,195,195,Sky Due,1993,Drama,8.9,0,0.09
382,Venerdì,25,febbraio,notte,shiraz,97,110,Sky Due,1928,"Romance,Drama",7.0,13,0.09
383,Martedì,15,febbraio,notte,eyes wide shut,159,160,Sky Due,1999,"Thriller,Drama",7.4,1,0.09
384,Giovedì,3,febbraio,notte,l'imbalsamatore,100,105,Sky Due,2002,"Romance,Drama",7.0,5,0.09
385,Lunedì,7,febbraio,notte,le conseguenze dell'amore,100,105,Sky Due,2004,"Romance,Crime,Drama",7.5,5,0.09
386,Mercoledì,2,febbraio,notte,radiofreccia,112,115,Sky Due,1998,Drama,7.1,3,0.09
387,Domenica,6,febbraio,notte,elle,86,135,Sky Due,1995,Drama,6.0,49,0.09
388,Mercoledì,9,febbraio,pomeriggio,the blind side,129,135,Sky Due,2009,Drama,7.6,6,0.06
389,Domenica,27,febbraio,pomeriggio,la leggenda del pianista sull'oceano,169,170,Sky Due,1998,"Romance,Drama",8.1,1,0.06
390,Mercoledì,2,febbraio,pomeriggio,changeling,141,145,Sky Due,2008,"Crime,Drama",7.7,4,0.06
391,Mercoledì,23,febbraio,pomeriggio,atlas,79,95,Sky Due,1961,"Action,Adventure,Drama",4.1,16,0.06
392,Venerdì,11,febbraio,pomeriggio,atlas,79,95,Sky Due,1961,"Action,Adventure,Drama",4.1,16,0.06
393,Martedì,22,febbraio,pomeriggio,magnolia,188,190,Sky Due,1999,Drama,8.0,2,0.06
394,Venerdì,25,febbraio,pomeriggio,blade runner,117,125,Sky Due,1982,"Action,Sci-Fi,Thriller",8.1,8,0.06
395,Sabato,19,febbraio,pomeriggio,the conspirator,122,125,Sky Due,2010,"Crime,Drama",6.9,3,0.06
396,Mercoledì,9,febbraio,mattina,la leggenda del pianista sull'oceano,169,170,Sky Due,1998,"Romance,Drama",8.1,1,0.055
397,Martedì,1,febbraio,mattina,"il buono, il brutto, il cattivo",161,175,Sky Due,1966,Western,8.8,14,0.055
398,Domenica,6,febbraio,mattina,nuovomondo,118,130,Sky Due,2006,"Romance,Drama",6.9,12,0.055
399,Lunedì,14,febbraio,mattina,shiraz,97,110,Sky Due,1928,"Romance,Drama",7.0,13,0.055
400,Domenica,13,febbraio,mattina,la terra,112,115,Sky Due,2006,"Crime,Drama",6.9,3,0.055
401,Mercoledì,16,febbraio,mattina,vicky cristina barcelona,96,100,Sky Due,2008,"Comedy,Romance,Drama",7.1,4,0.055
402,Venerdì,18,febbraio,mattina,the conspirator,122,125,Sky Due,2010,"Crime,Drama",6.9,3,0.055
403,Sabato,12,febbraio,sera,in bruges,107,110,Sky Due,2008,"Comedy,Crime,Drama",7.9,3,0.07
404,Martedì,15,febbraio,sera,syriana,128,135,Sky Due,2005,"Thriller,Drama",6.9,7,0.07
405,Giovedì,10,febbraio,sera,magnolia,188,190,Sky Due,1999,Drama,8.0,2,0.07
406,Domenica,27,febbraio,sera,burn after reading,96,100,Sky Due,2008,"Comedy,Crime,Drama",7.0,4,0.07
407,Venerdì,4,febbraio,sera,argo,106,125,Sky Due,2004,"Action,Comedy",7.1,19,0.07
408,Giovedì,24,febbraio,sera,blade runner,117,125,Sky Due,1982,"Action,Sci-Fi,Thriller",8.1,8,0.07
409,Lunedì,14,febbraio,sera,flags of our fathers,135,140,Sky Due,2006,"Action,Adventure,Drama",7.1,5,0.07
410,Giovedì,3,febbraio,sera,flags of our fathers,135,140,Sky Due,2006,"Action,Adventure,Drama",7.1,5,0.07
411,Venerdì,18,febbraio,sera,the conspirator,122,125,Sky Due,2010,"Crime,Drama",6.9,3,0.07
412,Giovedì,10,febbraio,sera,jackie brown,154,160,Sky Due,1997,"Thriller,Crime,Drama",7.5,6,0.07
413,Domenica,4,settembre,pomeriggio,match point,124,153,Iris,2005,"Romance,Thriller,Drama",7.6,29,1.0
414,Lunedì,26,settembre,pomeriggio,club life,93,113,Iris,1985,"Action,Thriller,Drama",4.6,20,1.0
415,Sabato,24,settembre,pomeriggio,pink cadillac,122,155,Iris,1989,"Action,Comedy,Crime",5.4,33,1.0
416,Sabato,10,settembre,pomeriggio,air america,113,136,Iris,1990,"Action,Comedy",5.8,23,1.0
417,Sabato,10,settembre,pomeriggio,lost in translation,102,137,Iris,2003,"Comedy,Drama",7.7,35,1.0
418,Giovedì,8,settembre,pomeriggio,superman ii,127,159,Iris,1980,"Action,Adventure,Sci-Fi",6.8,32,1.0
419,Domenica,18,settembre,sera,the blind side,129,160,Iris,2009,Drama,7.6,31,1.545
420,Mercoledì,14,settembre,sera,the departed,151,180,Iris,2006,"Thriller,Crime,Drama",8.5,29,1.545
421,Mercoledì,28,settembre,sera,the departed,151,164,Iris,2006,"Thriller,Crime,Drama",8.5,13,1.545
422,Mercoledì,28,settembre,sera,burn after reading,96,109,Iris,2008,"Comedy,Crime,Drama",7.0,13,1.545
423,Lunedì,12,settembre,sera,american pastoral,108,119,Iris,2016,"Crime,Drama",6.1,11,1.545
424,Giovedì,15,settembre,sera,ballistic,96,108,Iris,1995,"Action,Thriller",4.7,12,1.545
425,Giovedì,1,settembre,sera,ballistic,96,105,Iris,1995,"Action,Thriller",4.7,9,1.545
426,Sabato,17,settembre,sera,ballistic,96,106,Iris,1995,"Action,Thriller",4.7,10,1.545
427,Sabato,3,settembre,sera,frontera,95,110,Iris,1980,"Action,Crime,Drama",6.5,15,1.545
428,Domenica,4,settembre,sera,frontera,95,120,Iris,1980,"Action,Crime,Drama",6.5,25,1.545
429,Martedì,27,settembre,sera,hondo,83,103,Iris,1953,"Romance,Drama",7.1,20,1.545
430,Sabato,3,settembre,sera,agents secrets,109,134,Iris,2004,"Action,Thriller,Crime",5.4,25,1.545
431,Lunedì,26,settembre,sera,ocean's twelve,125,151,Iris,2004,"Thriller,Crime",6.5,26,1.545
432,Giovedì,1,settembre,mattina,syriana,128,166,Iris,2005,"Thriller,Drama",6.9,38,1.17
433,Giovedì,15,settembre,mattina,the departed,151,185,Iris,2006,"Thriller,Crime,Drama",8.5,34,1.17
434,Giovedì,29,settembre,mattina,burn after reading,96,135,Iris,2008,"Comedy,Crime,Drama",7.0,39,1.17
435,Domenica,4,settembre,mattina,ballistic,96,114,Iris,1995,"Action,Thriller",4.7,18,1.17
436,Martedì,27,settembre,mattina,frontera,95,137,Iris,1980,"Action,Crime,Drama",6.5,42,1.17
437,Venerdì,30,settembre,mattina,supercolpo da 7 miliardi,92,118,Iris,1967,"Crime,Adventure,Drama",4.9,26,1.17
438,Mercoledì,28,settembre,mattina,hondo,83,121,Iris,1953,"Romance,Drama",7.1,38,1.17
439,Giovedì,29,settembre,mattina,zero in condotta,95,110,Iris,1983,Comedy,6.5,15,1.17
440,Giovedì,1,settembre,mattina,il lupo di mare,98,107,Iris,1987,"Comedy,Romance",4.0,9,1.17
441,Martedì,6,settembre,mattina,vacanze sulla costa smeralda,96,116,Iris,1968,Comedy,4.8,20,1.17
442,Mercoledì,21,settembre,mattina,la banca di monate,106,124,Iris,1976,Comedy,6.6,18,1.17
443,Mercoledì,7,settembre,mattina,ride bene... chi ride ultimo,94,121,Iris,1977,Comedy,6.0,27,1.17
444,Sabato,10,settembre,mattina,spy,110,152,Iris,2011,"Action,Crime,Drama",6.6,42,1.17
445,Venerdì,9,settembre,mattina,bersaglio mobile,92,109,Iris,1967,"Action,Crime",6.0,17,1.17
446,Venerdì,23,settembre,mattina,tiffany memorandum,85,113,Iris,1967,Action,5.3,28,1.17
447,Mercoledì,14,settembre,mattina,son tornate a fiorire le rose,105,121,Iris,1975,Comedy,6.0,16,1.17
448,Lunedì,26,settembre,mattina,i moschettieri del mare,116,141,Iris,1962,Adventure,5.3,25,1.17
449,Venerdì,23,settembre,notte,pink cadillac,122,129,Iris,1989,"Action,Comedy,Crime",5.4,7,2.08
450,Giovedì,8,settembre,notte,superman ii,127,127,Iris,1980,"Action,Adventure,Sci-Fi",6.8,0,2.08
451,Giovedì,1,settembre,notte,cinema,74,120,Iris,1977,Drama,6.9,46,2.08
452,Lunedì,7,marzo,notte,match point,124,125,Sky Due,2005,"Romance,Thriller,Drama",7.6,1,0.13
453,Mercoledì,23,marzo,notte,il profeta,100,160,Sky Due,1968,Comedy,6.1,60,0.13
454,Venerdì,4,marzo,notte,il profeta,100,155,Sky Due,1968,Comedy,6.1,55,0.13
455,Sabato,5,marzo,notte,blow,124,125,Sky Due,2001,"Crime,Drama",7.6,1,0.13
456,Martedì,15,marzo,notte,magnolia,188,190,Sky Due,1999,Drama,8.0,2,0.13
457,Venerdì,25,marzo,notte,magnolia,188,190,Sky Due,1999,Drama,8.0,2,0.13
458,Domenica,20,marzo,notte,thank you for smoking,92,95,Sky Due,2005,"Comedy,Drama",7.6,3,0.13
459,Domenica,20,marzo,notte,suburbicon,105,105,Sky Due,2017,"Comedy,Crime,Drama",5.7,0,0.13
460,Mercoledì,16,marzo,notte,the rocky horror picture show,100,100,Sky Due,1975,Comedy,7.4,0,0.13
461,Venerdì,18,marzo,notte,mars attacks!,106,110,Sky Due,1996,"Comedy,Sci-Fi",6.3,4,0.13
462,Venerdì,18,marzo,notte,american pastoral,108,110,Sky Due,2016,"Crime,Drama",6.1,2,0.13
463,Mercoledì,30,marzo,notte,blade runner,117,120,Sky Due,1982,"Action,Sci-Fi,Thriller",8.1,3,0.13
464,Mercoledì,2,marzo,notte,flags of our fathers,135,135,Sky Due,2006,"Action,Adventure,Drama",7.1,0,0.13
465,Mercoledì,23,marzo,notte,la terra,112,115,Sky Due,2006,"Crime,Drama",6.9,3,0.13
466,Giovedì,3,marzo,notte,eyes wide shut,159,160,Sky Due,1999,"Thriller,Drama",7.4,1,0.13
467,Mercoledì,23,marzo,notte,eyes wide shut,159,160,Sky Due,1999,"Thriller,Drama",7.4,1,0.13
468,Martedì,8,marzo,notte,the conspirator,122,125,Sky Due,2010,"Crime,Drama",6.9,3,0.13
469,Lunedì,21,marzo,pomeriggio,la leggenda del pianista sull'oceano,169,170,Sky Due,1998,"Romance,Drama",8.1,1,0.06
470,Giovedì,10,marzo,pomeriggio,changeling,141,145,Sky Due,2008,"Crime,Drama",7.7,4,0.06
471,Martedì,22,marzo,pomeriggio,thank you for smoking,92,105,Sky Due,2005,"Comedy,Drama",7.6,13,0.06
472,Giovedì,31,marzo,pomeriggio,thank you for smoking,92,100,Sky Due,2005,"Comedy,Drama",7.6,8,0.06
473,Mercoledì,9,marzo,pomeriggio,suburbicon,105,110,Sky Due,2017,"Comedy,Crime,Drama",5.7,5,0.06
474,Mercoledì,9,marzo,pomeriggio,burn after reading,96,100,Sky Due,2008,"Comedy,Crime,Drama",7.0,4,0.06
475,Martedì,8,marzo,pomeriggio,mona lisa smile,117,125,Sky Due,2003,Drama,6.5,8,0.06
476,Giovedì,17,marzo,pomeriggio,blade runner,117,120,Sky Due,1982,"Action,Sci-Fi,Thriller",8.1,3,0.06
477,Martedì,29,marzo,pomeriggio,shiraz,97,120,Sky Due,1928,"Romance,Drama",7.0,23,0.06
478,Lunedì,21,marzo,mattina,blow,124,130,Sky Due,2001,"Crime,Drama",7.6,6,0.05
479,Venerdì,11,marzo,mattina,atlas,79,90,Sky Due,1961,"Action,Adventure,Drama",4.1,11,0.05
480,Martedì,29,marzo,mattina,burn after reading,96,100,Sky Due,2008,"Comedy,Crime,Drama",7.0,4,0.05
